id_no,unique_number,name_en,name_fr,name_es,category,category_short,criteria_codes,criteria_count,country_en,country_fr,country_es,countries_en,countries_fr,countries_es,country_count,iso_code,udnp_code,region_en,transboundary,latitude,longitude,area_hectares,date_inscribed,site_age_years,in_danger,ever_in_danger,danger_since,danger_status,short_description,justification,unesco_url
1182,1873,Islands and Protected Areas of the Gulf of California,Îles et aires protégées du Golfe de Californie,Islas y Ã¡reas protegidas del Golfo de California,Natural,N,N7;N9;N10,3,Mexico,Mexique,México,Mexico,Mexique,México,1,mx,mex,Latin America and the Caribbean,False,27.62667,-112.54583,688558.0,2005,21,True,True,2019,Y 2019,"The site comprises 244 islands, islets and coastal areas that are located in the Gulf of California in north-eastern Mexico. The Sea of Cortez and its islands have been called a natural laboratory for the investigation of speciation. Moreover, almost all major oceanographic processes occurring in the planet’s oceans are present in the property, giving it extraordinary importance for study. The site is one of striking natural beauty in a dramatic setting formed by rugged islands with high cliffs and sandy beaches, which contrast with the brilliant reflection from the desert and the surrounding turquoise waters. It is home to 695 vascular plant species, more than in any marine and insular property on the World Heritage List. Equally exceptional is the number of fish species: 891, 90 of them endemic. The site, moreover, contains 39% of the world’s total number of species of marine mammals and a third of the world’s marine cetacean species.","Criterion (ix): The property ranks higher than other marine and insular World Heritage properties as it represents a unique example in which, in a very short distance, there are simultaneously “bridge islands” (populated by land in ocean level decline during glaciations) and oceanic islands (populated by sea and air). Moreover, almost all major oceanographic processes occurring in the planet’s oceans are present in the property, giving it extraordinary importance for the study of marine and coastal processes. These processes are indeed supporting the high marine productivity and biodiversity richness that characterize the Gulf of California. Criterion (vii): The serial property is of striking natural beauty and provides a dramatic setting due to the rugged forms of the islands, with high cliffs and sandy beaches contrasting with the brilliant reflection from the desert and the surrounding turquoise waters. The diversity of forms and colours is complemented by a wealth of birds and marine life. The diversity and abundance of marine life associated to spectacular submarine forms and high water transparency makes the property a diver’s paradise. Criterion (x): The diversity of terrestrial and marine life is extraordinary and constitutes a unique ecoregion of high priority for biodiversity conservation. The number of species of vascular plants (695) present in this serial property is higher than that reported in other marine and insular properties included in the WH List. The number of species of fish (891) is also highest when compared to a number of marine and insular properties. In addition the marine endemism is important, with 90 endemic fishes. The serial property contains 39% of the world’s total number of marine mammal’s species and a third of the world’s total number of marine cetacean’s species. In addition the serial property includes a good sample of the Sonora desert ecosystems, considered one of the richest deserts in the world from the desert biodiversity point of view.",https://whc.unesco.org/en/list/1182/
1503,2093,Nan Madol: Ceremonial Centre of Eastern Micronesia,Nan Madol : centre cérémoniel de la Micronésie orientale,Nan Madol: Ceremonial Centre of Eastern Micronesia,Cultural,C,C1;C3;C4;C6,4,Micronesia (Federated States of),Micronésie (États fédérés de),Micronesia (Estados Federados de),Micronesia (Federated States of),Micronésie (États fédérés de),Micronesia (Estados Federados de),1,fm,fsm,Asia and the Pacific,False,6.839722222,158.3308333,76.7,2016,10,True,True,2016,Y 2016,"Nan Madol is a series of more than 100 islets off the south-east coast of Pohnpei that were constructed with walls of basalt and coral boulders. These islets harbour the remains of stone palaces, temples, tombs and residential domains built between 1200 and 1500 CE. These ruins represent the ceremonial centre of the Saudeleur dynasty, a vibrant period in Pacific Island culture. The huge scale of the edifices, their technical sophistication and the concentration of megalithic structures bear testimony to complex social and religious practices of the island societies of the period. The site was also inscribed on the List of World Heritage in Danger due to threats, notably the siltation of waterways that is contributing to the unchecked growth of mangroves and undermining existing edifices.",,https://whc.unesco.org/en/list/1503/
573,678,Air and Ténéré Natural Reserves,Réserves naturelles de l'Aïr et du Ténéré,Reservas naturales del Air y el Teneré,Natural,N,N7;N9;N10,3,Niger,Niger,Níger,Niger,Niger,Níger,1,ne,ner,Africa,False,19.07619264,9.661999998,7736000.0,1991,35,True,True,1992,Y 1992,"This is the largest protected area in Africa, covering some 7.7 million ha, though the area considered a protected sanctuary constitutes only one-sixth of the total area. It includes the volcanic rock mass of the Aïr, a small Sahelian pocket, isolated as regards its climate and flora and fauna, and situated in the Saharan desert of Ténéré. The reserves boast an outstanding variety of landscapes, plant species and wild animals.",,https://whc.unesco.org/en/list/573/
135,148,Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,"Fortifications de la côte caraïbe du Panama : Portobelo, San Lorenzo",Fortificaciones de la costa caribeña de Panamá: Portobelo y San Lorenzo,Cultural,C,C1;C4,2,Panama,Panama,Panamá,Panama,Panama,Panamá,1,pa,pan,Latin America and the Caribbean,False,9.553888889,-79.65583333,0.0,1980,46,True,True,2012,Y 2012,"Magnificent examples of 17th- and 18th-century military architecture, these Panamanian forts on the Caribbean coast form part of the defence system built by the Spanish Crown to protect transatlantic trade.",,https://whc.unesco.org/en/list/135/
366,419,Chan Chan Archaeological Zone,Zone archéologique de Chan Chan,Zona arqueológica de Chan Chan,Cultural,C,C1;C3,2,Peru,Pérou,Perú,Peru,Pérou,Perú,1,pe,per,Latin America and the Caribbean,False,-8.107836,-79.074737,1414.57,1986,40,True,True,1986,Y 1986,"The Chimu Kingdom, with Chan Chan as its capital, reached its apogee in the 15th century, not long before falling to the Incas. The planning of this huge city, the largest in pre-Columbian America, reflects a strict political and social strategy, marked by the city's division into nine 'citadels' or 'palaces' forming autonomous units.",,https://whc.unesco.org/en/list/366/
1552,2402,Roșia Montană Mining Landscape,Paysage minier de Roșia Montană,Paisaje minero de Roșia Montană,Cultural,C,C2;C3;C4,3,Romania,Roumanie,Rumania,Romania,Roumanie,Rumania,1,ro,rou,Europe and North America,False,46.30611111,23.13055556,,2021,5,True,True,2021,Y 2021,"Located in the Metalliferous range of the Apuseni Mountains in the west of Romania, Roșia Montană features the most significant, extensive and technically diverse underground Roman gold mining complex known at the time of inscription. As Alburnus Maior, it was the site of extensive gold-mining during the Roman Empire. Over 166 years starting in 106 CE, the Romans extracted some 500 tonnes of gold from the site developing highly engineered works, different types of galleries totalling 7km and a number of waterwheels in four underground localities chosen for their high-grade ore. Wax‐coated wooden writing tablets have provided detailed legal, socio‐economic, demographic and linguistic information about the Roman mining activities, not just in Alburnus Maior but also across the wider Dacian province. The site demonstrates a fusion of imported Roman mining technology with locally developed techniques, unknown elsewhere from such an early era. Mining on the site was also carried out, albeit to a lesser extent, between medieval times and the modern era. The later extractive works surround and cut across the Roman galleries. The ensemble is set in an agro-pastoral landscape which largely reflects the structures of the communities that supported the mines between the 18th and early 20th centuries.",,https://whc.unesco.org/en/list/1552/
724,856,Medieval Monuments in Kosovo,Monuments médiévaux au Kosovo,Monumentos medievales en Kosovo,Cultural,C,C2;C3;C4,3,Serbia,Serbie,Serbia,Serbia,Serbie,Serbia,1,rs,srb,Europe and North America,False,42.66111111,20.26555556,2.8802,2004,22,True,True,2006,Y 2006,"The four edifices of the site reflect the high points of the Byzantine-Romanesque ecclesiastical culture, with its distinct style of wall painting, which developed in the Balkans between the 13th and 17th centuries. The Dečani Monastery was built in the mid-14th century for the Serbian king Stefan Dečanski and is also his mausoleum. The Patriarchate of Peć Monastery is a group of four domed churches featuring series of wall paintings. The 13th-century frescoes of the Church of Holy Apostles are painted in a unique, monumental style. Early 14th-century frescoes in the church of the Holy Virgin of Ljevisa represent the appearance of the new so-called Palaiologian Renaissance style, combining the influences of the eastern Orthodox Byzantine and the Western Romanesque traditions. The style played a decisive role in subsequent Balkan art.",,https://whc.unesco.org/en/list/724/
854,1005,East Rennell,Rennell Est,Rennell Este,Natural,N,N9,1,Solomon Islands,Îles Salomon,Islas Salomón,Solomon Islands,Îles Salomon,Islas Salomón,1,sb,slb,Asia and the Pacific,False,-11.68333,160.33333,37000.0,1998,28,True,True,2013,Y 2013,"East Rennell makes up the southern third of Rennell Island, the southernmost island in the Solomon Island group in the western Pacific. Rennell, 86 km long x 15 km wide, is the largest raised coral atoll in the world. The site includes approximately 37,000 ha and a marine area extending 3 nautical miles to sea. A major feature of the island is Lake Tegano, which was the former lagoon on the atoll. The lake, the largest in the insular Pacific (15,500 ha), is brackish and contains many rugged limestone islands and endemic species. Rennell is mostly covered with dense forest, with a canopy averaging 20 m in height. Combined with the strong climatic effects of frequent cyclones, the site is a true natural laboratory for scientific study. The site is under customary land ownership and management.","Criterion (ix): East Rennell, as a stepping stone in the migration and evolution of species in the western Pacific, is an important site for the science of island biogeography. Combined with the strong climate effects of frequent cyclones, East Rennell is a true natural laboratory for scientific study.",https://whc.unesco.org/en/list/854/
1492,2012,"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir","Palestine : terre des oliviers et des vignes – Paysage culturel du sud de Jérusalem, Battir","Palestina: tierra de olivares y viñas – Paisaje cultural del sur de Jerusalén, Battir (Palestina)",Cultural,C,C4;C5,2,State of Palestine,État de Palestine,Estado de Palestina,State of Palestine,État de Palestine,Estado de Palestina,1,ps,pse,Arab States,False,31.71638889,35.15888889,348.83,2014,12,True,True,2014,Y 2014,"This site is located a few kilometres south-west of Jerusalem, in the Central Highlands between Nablus and Hebron. The Battir hill landscape comprises a series of farmed valleys, known as widian , with characteristic stone terraces, some of which are irrigated for market garden production, while others are dry and planted with grapevines and olive trees. The development of terrace farming in such a mountainous region is supported by a network of irrigation channels fed by underground sources. A traditional system of distribution is then used to share the water collected through this network between families from the nearby village of Battir.",,https://whc.unesco.org/en/list/1492/
1565,2230,Hebron/Al-Khalil Old Town,Vieille ville d’Hébron/Al-Khalil,Ciudad Vieja de Hebrón /Al-Khalil,Cultural,C,C2;C4;C6,3,State of Palestine,État de Palestine,Estado de Palestina,State of Palestine,État de Palestine,Estado de Palestina,1,ps,pse,Arab States,False,31.52444444,35.10833333,20.6,2017,9,True,True,2017,Y 2017,"The use of a local limestone shaped the construction of the old town of Hebron/Al-Khalil during the Mamluk period between 1250 and 1517. The centre of interest of the town was the site of Al-Ibrahimi Mosque/The tomb of the Patriarchs whose buildings are in a compound built in the 1st century AD to protect the tombs of the patriarch Abraham/Ibrahim and his family. This place became a site of pilgrimage for the three monotheistic religions: Judaism, Christianity and Islam. The town was sited at the crossroads of trade routes for caravans travelling between southern Palestine, Sinai, Eastern Jordan and the north of the Arabian Peninsula. Although the subsequent Ottoman Period (1517-1917) heralded an extension of the town to the surrounding areas and brought numerous architectural additions, particularly the raising of the roof level of houses to provide more upper stories, the overall Mamluk morphology of the town is seen to have persisted with its hierarchy of areas, quarters based on ethnic, religious or professional groupings, and houses with groups of rooms organized according to a tree-shaped system.",,https://whc.unesco.org/en/list/1565/
1749,2628,Saint Hilarion Monastery/ Tell Umm Amer,Monastère de Saint Hilarion/ Tell Umm Amer,Monasterio de San Hilarión / Tell Umm Amer,Cultural,C,C2;C3;C6,3,State of Palestine,État de Palestine,Estado de Palestina,State of Palestine,État de Palestine,Estado de Palestina,1,ps,pse,Arab States,False,31.44730556,34.36636111,1.3293,2024,2,True,True,2024,Y 2024,"Situated on the coastal dunes in Nuseirat Municipality, the ruins of Saint Hilarion Monastery/ Tell Umm Amer represent one of the earliest monastic sites in the Middle East, dating back to the 4th century. Founded by Saint Hilarion, the monastery began with solitary hermits and evolved into a coenobitic community. It was the first monastic community in the Holy Land, laying the groundwork for the spread of monastic practices in the region. The monastery occupied a strategic position at the crossroads of major trade and communication routes between Asia and Africa. This prime location facilitated its role as a hub of religious, cultural, and economic interchange, exemplifying the flourishing of monastic desert centres during the Byzantine period.",,https://whc.unesco.org/en/list/1749/
20,1862,Ancient City of Damascus,Ancienne ville de Damas,Ciudad vieja de Damasco,Cultural,C,C1;C2;C3;C4;C6,5,Syrian Arab Republic,République arabe syrienne,República Árabe Siria,Syrian Arab Republic,République arabe syrienne,República Árabe Siria,1,sy,syr,Arab States,False,33.51083333,36.30972222,86.12,1979,47,True,True,2013,Y 2013,"Founded in the 3rd millennium B.C., Damascus is one of the oldest cities in the Middle East. In the Middle Ages, it was the centre of a flourishing craft industry, specializing in swords and lace. The city has some 125 monuments from different periods of its history – one of the most spectacular is the 8th-century Great Mosque of the Umayyads, built on the site of an Assyrian sanctuary.",,https://whc.unesco.org/en/list/20/
21,24,Ancient City of Aleppo,Ancienne ville d'Alep,Ciudad vieja de Alepo,Cultural,C,C3;C4,2,Syrian Arab Republic,République arabe syrienne,República Árabe Siria,Syrian Arab Republic,République arabe syrienne,República Árabe Siria,1,sy,syr,Arab States,False,36.19916667,37.16277778,364.0,1986,40,True,True,2013,Y 2013,"Located at the crossroads of several trade routes from the 2nd millennium B.C., Aleppo was ruled successively by the Hittites, Assyrians, Arabs, Mongols, Mamelukes and Ottomans. The 13th-century citadel, 12th-century Great Mosque and various 17th-century madrasas, palaces, caravanserais and hammams all form part of the city's cohesive, unique urban fabric, now threatened by overpopulation.",,https://whc.unesco.org/en/list/21/
22,2209,Ancient City of Bosra,Ancienne ville de Bosra,Ciudad vieja de Bosra,Cultural,C,C1;C3;C6,3,Syrian Arab Republic,République arabe syrienne,República Árabe Siria,Syrian Arab Republic,République arabe syrienne,República Árabe Siria,1,sy,syr,Arab States,False,32.51916667,36.48416667,116.2,1980,46,True,True,2013,Y 2013,"Bosra, once the capital of the Roman province of Arabia, was an important stopover on the ancient caravan route to Mecca. A magnificent 2nd-century Roman theatre, early Christian ruins and several mosques are found within its great walls.",,https://whc.unesco.org/en/list/22/
23,2256,Site of Palmyra,Site de Palmyre,Sitio de Palmira,Cultural,C,C1;C2;C4,3,Syrian Arab Republic,République arabe syrienne,República Árabe Siria,Syrian Arab Republic,République arabe syrienne,República Árabe Siria,1,sy,syr,Arab States,False,34.55416667,38.26666667,1640.0,1980,46,True,True,2013,Y 2013,"An oasis in the Syrian desert, north-east of Damascus, Palmyra contains the monumental ruins of a great city that was one of the most important cultural centres of the ancient world. From the 1st to the 2nd century, the art and architecture of Palmyra, standing at the crossroads of several civilizations, married Graeco-Roman techniques with local traditions and Persian influences.",,https://whc.unesco.org/en/list/23/
1229,1406,Crac des Chevaliers and Qal’at Salah El-Din,Crac des Chevaliers et Qal’at Salah El-Din,Crac de los Caballeros y Qal’at Salah Al Din,Cultural,C,C2;C4,2,Syrian Arab Republic,République arabe syrienne,República Árabe Siria,Syrian Arab Republic,République arabe syrienne,República Árabe Siria,1,sy,syr,Arab States,False,34.75666667,36.29444444,8.87,2006,20,True,True,2013,Y 2013,"These two castles represent the most significant examples illustrating the exchange of influences and documenting the evolution of fortified architecture in the Near East during the time of the Crusades (11th - 13th centuries). The Crac des Chevaliers was built by the Hospitaller Order of Saint John of Jerusalem from 1142 to 1271. With further construction by the Mamluks in the late 13th century, it ranks among the best-preserved examples of the Crusader castles. The Qal’at Salah El-Din (Fortress of Saladin), even though partly in ruins, represents an outstanding example of this type of fortification, both in terms of the quality of construction and the survival of historical stratigraphy. It retains features from its Byzantine beginnings in the 10th century, the Frankish transformations in the late 12th century and fortifications added by the Ayyubid dynasty (late 12th to mid-13th century).",,https://whc.unesco.org/en/list/1229/
1348,1761,Ancient Villages of Northern Syria,Villages antiques du Nord de la Syrie,Aldeas antiguas del norte de Siria,Cultural,C,C3;C4;C5,3,Syrian Arab Republic,République arabe syrienne,República Árabe Siria,Syrian Arab Republic,République arabe syrienne,República Árabe Siria,1,sy,syr,Arab States,False,36.33416667,36.84416667,12290.0,2011,15,True,True,2013,Y 2013,"Some 40 villages grouped in eight parks situated in north-western Syria provide remarkable testimony to rural life in late Antiquity and during the Byzantine period. Abandoned in the 8th to 10th centuries, the villages, which date from the 1st to 7th centuries, feature a remarkably well preserved landscape and the architectural remains of dwellings, pagan temples, churches, cisterns, bathhouses etc. The relict cultural landscape of the villages also constitutes an important illustration of the transition from the ancient pagan world of the Roman Empire to Byzantine Christianity. Vestiges illustrating hydraulic techniques, protective walls and Roman agricultural plot plans furthermore offer testimony to the inhabitants' mastery of agricultural production.",,https://whc.unesco.org/en/list/1348/
527,2412,"Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra",Kyiv : Cathédrale Sainte-Sophie et ensemble des bâtiments monastiques et Laure de Kyiv-Petchersk,"Kiev: catedral de Santa Sofía, conjunto de edificios monásticos y laura de Kievo-Petchersk",Cultural,C,C1;C2;C3;C4,4,Ukraine,Ukraine,Ucrania,Ukraine,Ukraine,Ucrania,1,ua,ukr,Europe and North America,False,50.45258,30.51686,28.52,1990,36,True,True,2023,Y 2023,"Designed to rival Hagia Sophia in Constantinople, Kyiv's Saint-Sophia Cathedral symbolizes the 'new Constantinople', capital of the Christian principality of Kyiv, which was created in the 11th century in a region evangelized after the baptism of St Vladimir in 988. The spiritual and intellectual influence of Kyiv-Pechersk Lavra contributed to the spread of Orthodox thought and the Orthodox faith in the Russian world from the 17th to the 19th century.",,https://whc.unesco.org/en/list/527/
865,1632,L'viv – the Ensemble of the Historic Centre,Lviv – ensemble du centre historique,Lvov – Conjunto del centro histórico,Cultural,C,C2;C5,2,Ukraine,Ukraine,Ucrania,Ukraine,Ukraine,Ucrania,1,ua,ukr,Europe and North America,False,49.84163,24.03198,120.0,1998,28,True,True,2023,Y 2023,"The city of L''viv, founded in the late Middle Ages, was a flourishing administrative, religious and commercial centre for several centuries. The medieval urban topography has been preserved virtually intact (in particular, there is evidence of the different ethnic communities who lived there), along with many fine Baroque and later buildings.","Criterion (ii): In its urban fabric and its architecture, L’viv is an outstanding example of the fusion of the architectural and artistic traditions of eastern Europe with those of Italy and Germany. Criterion (v): The political and commercial role of L’viv attracted to it a number of ethnic groups with different cultural and religious traditions, who established separate yet interdependent communities within the city, evidence for which is still discernible in the modern townscape.",https://whc.unesco.org/en/list/865/
1703,2519,The Historic Centre of Odesa,Le centre historique d’Odesa,,Cultural,C,C2;C4,2,Ukraine,Ukraine,Ucrania,Ukraine,Ukraine,Ucrania,1,ua,ukr,Europe and North America,False,46.48645,30.74161389,618.54,2023,3,True,True,2023,Y 2023,"The Historic Center of Odesa, part of the Black Sea port city developed on the site of Khadzhybei, is a densely built-up area, planned according to classicism canons, characterized by two- to four-storey buildings and wide perpendicular streets lined with trees. Historic buildings reflect the rapid economic development of the city in the 19th and early 20th centuries. The site includes theatres, bridges, monuments, religious buildings, schools, private palaces and tenement houses, clubs, hotels, banks, shopping centres, warehouses, stock exchanges and other public and administrative buildings designed by architects and engineers, mostly from Italy in the early years, but also of other nationalities. Eclecticism is the dominant feature of the historic city centre’s architecture. The site bears witness to the city’s highly diverse ethnic and religious communities, representing an outstanding example of intercultural exchanges and the growth of multicultural and multi-ethnic Eastern European cities of the 19th century.",,https://whc.unesco.org/en/list/1703/
199,1924,Selous Game Reserve,Réserve de gibier de Selous,Reserva de caza de Selous,Natural,N,N9;N10,2,United Republic of Tanzania,République-Unie de Tanzanie,República Unida de Tanzania,United Republic of Tanzania,République-Unie de Tanzanie,República Unida de Tanzania,1,tz,tza,Africa,False,-9.0,37.4,5120000.0,1982,44,True,True,2014,Y 2014,"Large numbers of elephants, black rhinoceroses, cheetahs, giraffes, hippopotamuses and crocodiles live in this immense sanctuary, which measures 50,000 km 2 and is relatively undisturbed by human impact. The park has a variety of vegetation zones, ranging from dense thickets to open wooded grasslands.",,https://whc.unesco.org/en/list/199/
76,82,Everglades National Park,Parc national des Everglades,Parque Nacional de Everglades,Natural,N,N8;N9;N10,3,United States of America,États-Unis d'Amérique,Estados Unidos de América,United States of America,États-Unis d'Amérique,Estados Unidos de América,1,us,usa,Europe and North America,False,25.55444444,-80.99638889,567017.0,1979,47,True,True,2010,Y 2010 P 1993-2007,"This site at the southern tip of Florida has been called 'a river of grass flowing imperceptibly from the hinterland into the sea'. The exceptional variety of its water habitats has made it a sanctuary for a large number of birds and reptiles, as well as for threatened species such as the manatee.",,https://whc.unesco.org/en/list/76/
885,1037,Historic Centre of Shakhrisyabz,Centre historique de Shakhrisyabz,Centro histórico de Shakhrisyabz,Cultural,C,C3;C4,2,Uzbekistan,Ouzbékistan,Uzbekistán,Uzbekistan,Ouzbékistan,Uzbekistán,1,uz,uzb,Asia and the Pacific,False,39.05,66.83333,240.0,2000,26,True,True,2016,Y 2016,"The historic centre of Shakhrisyabz contains a collection of exceptional monuments and ancient quarters which bear witness to the city's secular development, and particularly to the period of its apogee, under the rule of Amir Temur and the Temurids, in the 15th-16th century.","Criterion iii : Shakhrisyabz contains many fine monuments, and in particular those from the Timurid period, which was of great cultural and political significance in medieval Central Asia. Criterion iv : The buildings of Shakhrisyabz, notably the Ak-Sarai Palace and the Tomb of Timur, are outstanding examples of a style which had a profound influence on the architecture of this region.",https://whc.unesco.org/en/list/885/
658,779,Coro and its Port,Coro et son port,Coro y su puerto,Cultural,C,C4;C5,2,Venezuela (Bolivarian Republic of),Venezuela (République bolivarienne du),Venezuela (República Bolivariana de),Venezuela (Bolivarian Republic of),Venezuela (République bolivarienne du),Venezuela (República Bolivariana de),1,ve,ven,Latin America and the Caribbean,False,11.409794,-69.679228,18.4,1993,33,True,True,2005,Y 2005,"With its earthen constructions unique to the Caribbean, Coro is the only surviving example of a rich fusion of local traditions with Spanish Mudéjar and Dutch architectural techniques. One of the first colonial towns (founded in 1527), it has some 602 historic buildings.",,https://whc.unesco.org/en/list/658/
192,213,Old Walled City of Shibam,Ancienne ville de Shibam et son mur d'enceinte,Ciudad vieja amurallada de Shibam,Cultural,C,C3;C4;C5,3,Yemen,Yémen,Yemen,Yemen,Yémen,Yemen,1,ye,yem,Arab States,False,15.92694,48.62667,0.0,1982,44,True,True,2015,Y 2015,"Surrounded by a fortified wall, the 16th-century city of Shibam is one of the oldest and best examples of urban planning based on the principle of vertical construction. Its impressive tower-like structures rise out of the cliff and have given the city the nickname of ‘the Manhattan of the desert’.",,https://whc.unesco.org/en/list/192/
385,444,Old City of Sana'a,Vieille ville de Sana'a,Ciudad vieja de Sana’a,Cultural,C,C4;C5;C6,3,Yemen,Yémen,Yemen,Yemen,Yémen,Yemen,1,ye,yem,Arab States,False,15.35555556,44.20805556,,1986,40,True,True,2015,Y 2015,"Situated in a mountain valley at an altitude of 2,200 m, Sana’a has been inhabited for more than 2,500 years. In the 7th and 8th centuries the city became a major centre for the propagation of Islam. This religious and political heritage can be seen in the 103 mosques, 14 hammams and over 6,000 houses, all built before the 11th century. Sana’a’s many-storeyed tower-houses built of rammed earth ( pisé ) add to the beauty of the site.",,https://whc.unesco.org/en/list/385/
611,725,Historic Town of Zabid,Ville historique de Zabid,Ciudad histórica de Zabid,Cultural,C,C2;C4;C6,3,Yemen,Yémen,Yemen,Yemen,Yémen,Yemen,1,ye,yem,Arab States,False,14.19533333,43.31552778,,1993,33,True,True,2000,Y 2000,"Zabid's domestic and military architecture and its urban plan make it an outstanding archaeological and historical site. Besides being the capital of Yemen from the 13th to the 15th century, the city played an important role in the Arab and Muslim world for many centuries because of its Islamic university.",,https://whc.unesco.org/en/list/611/
1700,2505,"Landmarks of the Ancient Kingdom of Saba, Marib","Hauts lieux de l'ancien royaume de Saba, Marib","Monumentos del antiguo reino de Saba, Marib",Cultural,C,C3;C4,2,Yemen,Yémen,Yemen,Yemen,Yémen,Yemen,1,ye,yem,Arab States,False,15.42687778,45.33522778,375.29,2023,3,True,True,2023,Y 2023,"The Landmarks of the Ancient Kingdom of Saba, Marib, is a serial property comprising seven archaeological sites that bear witness to the rich Kingdom of Saba and its architectural, aesthetic and technological achievements from the 1st millennium BCE to the arrival of Islam around 630 CE. They bear witness to the complex centralized administration of the Kingdom when it controlled much of the incense route across the Arabian Peninsula, playing a key role in the wider network of cultural exchange fostered by trade with the Mediterranean and East Africa. Located in a semi-arid landscape of valleys, mountains and deserts, the property encompasses the remains of large urban settlements with monumental temples, ramparts and other buildings. The irrigation system of ancient Ma'rib reflects technological prowess in hydrological engineering and agriculture on a scale unparalleled in ancient South Arabia, resulting in the creation of the largest ancient man-made oasis.",,https://whc.unesco.org/en/list/1700/
155,173,Mount Nimba Strict Nature Reserve,Réserve naturelle intégrale du mont Nimba,Reserva natural integral del Monte Nimba,Natural,N,N9;N10,2,"Côte d'Ivoire,Guinea","Côte d'Ivoire,Guinée","Côte d'Ivoire,Guinea","Côte d'Ivoire,Guinea","Côte d'Ivoire,Guinée","Côte d'Ivoire,Guinea",1,"ci,gn","civ,gin",Africa,True,7.60318,-8.39097,17540.0,1981,45,True,True,1992,Y 1992,"Located on the borders of Guinea, Liberia and Côte d’Ivoire, Mount Nimba rises above the surrounding savannah. Its slopes are covered by dense forest at the foot of grassy mountain pastures. They harbour an especially rich flora and fauna, with endemic species such as the viviparous toad and chimpanzees that use stones as tools.",,https://whc.unesco.org/en/list/155/
